,time,condition,epoch,Fz,C3,Cz,C4,Pz,PO7,Oz,PO8,F5,F7,F3,F1,F2,F4,F6,F8
20,0.08,1,0,8.275340997489344,27.86503800370285,8.362228289083578,76.12848518646462,7.675629878668842,120.32415870971417,-38.25178023789033,193.3141789013178,0.38499115189378585,177.9327282707912,4.5858972039856525,446.0156976875305,-28.590760313766566,346.2765242839658,87.55774803061817,280.61075968448534
21,0.084,1,0,6.593142602516478,34.112758003071846,-1.1665444926110702,96.1901522256714,-17.406778951783778,145.9510152226018,-23.058036728509165,165.11174931190314,44.21517125445611,123.2837572571611,119.19264317195882,137.91151227681164,518.3740250387759,-83.45282431892736,491.1605028149558,76.61210226443282
22,0.088,1,0,4.562432894059639,41.783272033030165,-8.12222385827021,92.67046775670971,0.4806110306030291,117.79755811275741,56.839950139640024,60.438163335686816,177.9040815168712,-58.6497421976849,561.7873208663215,-130.8085130804514,289.1048130420787,93.74934168431369,124.45791265197761,354.5977870602072
23,0.092,1,0,3.506716298850133,44.05298405981573,-10.001046659713126,87.63003468701724,27.005219479994878,51.411281540804154,129.19699617214184,-41.1975706043408,187.7210290324913,-44.180638882398426,329.23034535180835,192.83901144581978,39.17493980011248,386.1518127764714,25.493700087326175,293.5381893293563
24,0.096,1,0,1.6691449284910203,49.333565633519996,-13.462848003632807,67.92692777268576,63.302712231210855,-5.953497439374388,165.6171232770986,4.487336687896544,122.63441820495,154.70321470075527,-110.51571777416513,189.12888082255523,-22.278791750136236,135.22947332807786,292.68553646449044,-150.8980373260552
25,0.1,1,0,0.31502637544930856,48.751767787538654,0.7088697621496998,38.568993046511345,101.6529355248621,-48.11152627463612,132.33283385796142,90.82447437680705,-35.328038693633914,417.72168197207026,3.7631665631260915,98.29700701944743,345.80763891379996,69.93020727627297,216.86373740268095,207.37188633666517
26,0.104,1,0,-0.8375357749868702,46.72890673091294,14.86490357133975,8.317061420370617,106.63641620398658,-8.238856893164481,56.56801223281068,195.0147274056575,-54.862090857772984,243.4296506552676,225.0399976216807,-129.28959244782618,182.4662741974363,210.41215581263612,36.53784403494841,455.7561258336522
27,0.108,1,0,-1.6947780645419623,44.50255253612236,28.884687234517408,-0.3166651638823197,104.12833508362819,59.91109817867464,-39.16054004795997,207.44510700851774,202.8555236191459,-113.35849665960188,298.0166627514369,132.73780877155227,-2.0061881661424366,308.08550518553943,172.09807068861656,49.78097108279866
28,0.112,1,0,-3.083616004941323,39.40066350517121,43.461528694773534,-25.052994261136732,81.02791575489871,109.1489712540109,-4.396657767961031,82.54451442190245,402.1966066432526,2.0310290875283243,32.70852461803362,231.7939647901906,16.25487803123481,25.762786651682106,304.6632493221967,159.10351120302673
29,0.116,1,0,-3.4743871247390548,34.36112999919734,59.06258128163119,-13.386076387639946,38.839928373835235,151.0682339882208,33.098824721016534,9.032848892663239,370.3366526272742,151.49030750809476,-36.18801802182179,137.9379161681341,315.106932241628,-41.96928076012239,-36.517998729524294,485.31967695587076
30,0.12,1,0,-3.6776179538169202,28.37665245487754,72.98098048652462,10.042587162175135,3.174844204425618,130.61063131299096,108.10725312743925,-45.44975606913246,57.83786817851618,257.21170504875204,109.5200022895081,45.44565318621554,178.02175215758825,307.3530408565339,84.84819815943689,76.00960946103501
31,0.124,1,0,-4.3891487227676595,22.173473079553894,66.34886896727417,35.138628134594164,-7.912167982705391,72.20898994164634,158.35632640826776,129.17481837178974,-65.6019910344952,124.75771710322454,193.86575362711244,75.44130652810892,-99.05837672168647,209.27497954481157,272.3131213838496,227.65819142594478
32,0.128,1,0,-4.597572263681556,15.49005398318975,73.58294006380093,61.33659031389787,-11.66558849227254,9.277740955858391,162.4987588145807,359.1608076099068,41.027704154213495,-6.101908134653755,141.03784712416456,255.54158443812526,108.19048896998031,58.95332921575013,302.614958241356,956.2816619254179
33,0.132,1,0,-4.528153916551368,8.75100527522713,65.74100166836402,80.66434335084972,21.44668689717108,-38.26063427532708,66.1934572104739,400.21297975483697,164.42779872627136,-29.366071056871874,24.596713733416408,162.53519781527788,200.2666750891427,189.212976892796,-193.87998463413726,84.05772208871288
34,0.136,1,0,-3.0141587543861785,3.3409544761469157,48.83406846678339,84.69295940886556,65.03281534566995,-1.6076435457575116,-34.565358572934315,102.0115670746117,203.80897285331594,170.503603529074,-44.3046398290104,-41.82859254800891,137.78934751563813,570.4132570689465,639.8534024976577,101.58773985235896
35,0.14,1,0,-3.1954541186270173,-4.613282873040827,35.54198841903838,102.67108824331947,93.27486440415336,34.978631972273234,-58.79260074236228,-4.460381112373483,119.51166333300108,218.7923708543554,195.84050954517423,21.328239438082704,-164.32289956163652,114.31785058217295,269.4168105540467,445.1443246390983
36,0.144,1,0,-1.992563756241097,-6.8322406656817485,20.698837500888207,81.12745368678696,104.07834792278297,111.69374674358656,61.72956348038428,-16.013970151888927,-14.403875827777185,122.615108133923,228.01221132713167,230.44532421662944,156.18851913743248,-60.636440286761456,-172.52532106153882,78.13444508092172
37,0.148,1,0,-0.8519665775995104,-9.412759814568403,9.004364164134746,51.55663137803308,106.00554742125328,121.27318110666755,237.2263366029921,34.06848949898052,-57.226008228974564,-31.448348784733184,67.28159030279784,264.9429076471848,232.69749626720994,255.45201146691522,154.41856287515006,51.90744616477197
38,0.152,1,0,0.6175706548555162,-10.508433806396905,-0.7766052624118522,22.160054528997627,83.14321327997229,114.97850545625424,141.92407935099305,159.47700483523948,78.65213092302578,-0.8203604365895103,-117.63951177424752,-84.11970556242798,181.52963839922575,286.6669381568505,322.9427185434427,256.1899028691095
39,0.156,1,0,1.5510156474525658,-4.176216025713302,-12.498020171875488,-5.503422995833084,33.44785651108421,99.51346694459218,123.69325758601607,195.57966875926743,231.56675669894784,176.31343035037085,83.70798743903381,31.976916855958635,-47.8823358493961,-166.45715592753317,-2.6674940487848744,130.1527228918793
40,0.16,1,0,3.1816443795844993,-5.367842075208728,-15.849932112609892,-3.440143990706943,4.165619043177401,34.799075961978524,77.51759516165015,149.98563445081183,173.1012223565754,306.23725329366516,264.6530830322904,529.6941106311269,405.18519558105106,129.87072309573924,104.45442743833323,92.34495866208603
41,0.164,1,0,4.6296459984337694,2.797249276354602,-10.363402344736762,-9.512539997709446,-31.46423786385239,2.0691301325841422,-14.236411613227858,21.448209272886793,63.561585362873814,135.71176358304854,149.21184460965114,432.2160196363451,208.76002530048498,357.6893570214221,474.82655394391816,345.6885318680688
42,0.168,1,0,6.627604001901986,7.869132714241594,4.120819814931949,5.425228071309576,-5.975987497213808,1.5231488394061259,-47.08035007993833,-21.62609334151975,-56.29740318882256,-55.25290393307435,-71.43239924465186,-27.59461613052474,98.40150108297591,64.7034932884181,127.4880072183305,187.1841076002823
43,0.172,1,0,8.1513078058912,13.83267248290744,16.784924159068822,17.006874226894155,27.162889713926898,11.126093425519954,17.157380710206375,10.661437607688725,35.22321834137431,26.20612293659383,-72.36943426766015,35.203455168489825,-107.7322965910565,0.8910063583270471,78.67359847520827,6.973672684620624
44,0.176,1,0,10.000000000000439,21.48326407062844,34.71917792390321,47.679548681280764,64.99220455089566,79.25728829540424,106.79336719748298,105.54415597443025,129.50452207964312,173.79897213128123,418.3684257475496,156.68203916725696,226.76567839609356,285.37512865513213,232.0355296008575,328.7866120559846
45,0.18,1,0,11.734180633599234,28.9851661225128,48.723430767727734,67.6002047753811,106.89802446122748,128.78917399646872,184.7065766199663,208.34142618662165,259.9175692251469,171.5133176354169,578.4408268881099,357.7812981497109,248.7714941353328,225.35229302555499,334.5205316491054,568.2520380004403
46,0.184,1,0,13.446912953740492,35.4126828912287,64.25008302515758,87.32786062939222,112.35708418344936,155.84926136370132,178.45774417891823,156.31835690475205,154.72406773113948,136.10937136672675,180.97405522732416,15.642688498832866,-53.90482350824888,-115.96627122220573,-98.78324495623212,-81.94672769786825
47,0.188,1,0,15.41645857970283,41.8945335442817,73.44768995369266,97.77098560188884,113.9146517897273,107.54080163917908,89.96142414883255,54.2347163563754,17.07798888985303,6.225110585911679,-86.86945484498281,-107.41709767088184,43.56783088902547,63.86837522152827,154.38746635156085,534.843859768706
48,0.192,1,0,16.964207322696197,47.067450669609144,69.21687626292271,93.15612242853824,77.93810750174327,47.31669498495072,8.315894039770775,-37.832169672708716,-60.798760568260235,19.569514881182613,74.4526441299664,197.04321059096213,256.31310352447963,312.7505551334293,661.2209430945552,206.3575899469464
49,0.196,1,0,18.262601047333305,47.601955146348956,64.14734701823475,67.74244080028312,37.79592863404585,-20.97948890758306,-40.63257068518993,-16.89404490477763,50.94111684437958,164.5826105979774,231.86736063358654,339.5812829036572,173.64005901091195,134.09393875014734,68.18290448362114,-134.75422599259565
50,0.2,1,0,20.059434703575498,46.59301194700929,58.53653046174249,38.81339122599724,5.918330633556408,-30.009576882736113,-2.0174203791923446,86.98213636783312,188.71004351293215,406.371266734697,174.47660501722294,94.23077065632815,-28.79417778261788,-102.26401229483398,25.069429077680752,195.4856029718906
51,0.204,1,0,20.546320347348498,44.7471958480032,46.02328882101791,7.42280168272471,-30.24987619600492,-14.508193596651196,83.71475933132783,206.69160827104602,175.53449879731494,260.7958038612225,-20.89784839994951,-60.778711435841444,87.00667537721237,470.4120511981576,372.3635722803966,344.50481903610637
52,0.208,1,0,22.237544314570954,45.22831844093221,31.212874252004355,-14.022997459931553,-26.21159288931358,59.89591237059476,166.25728957800817,149.48658738018577,87.76881128414342,-18.58276668586589,-4.256336754528775,124.2291867402928,228.00720080809458,710.9824684974103,144.1153124995971,-57.04591553555355
53,0.212,1,0,22.72871871434444,41.2569514679073,16.690919288905643,-14.779333348635582,13.534620304533547,118.70359764812979,172.9574626109996,82.181629106828,-57.14595700942195,29.621233521639226,191.67495693864618,301.35411296524103,246.3580956687493,-40.471862496717904,21.020454432243554,158.9926763237216
54,0.216,1,0,23.169198104567954,35.54066119891921,-0.1537727936141735,-8.631898875816859,64.9921532345279,162.34917946201477,91.1070181386406,-0.9844008378976383,-19.955274591508527,146.99996660273828,325.27883663567525,134.14602017270005,16.049821578745096,-47.566116963118645,307.67528297042526,292.10851359844224
55,0.22,1,0,23.982011860416243,29.752907620213463,-12.45900781984568,5.113369055492825,110.34120751103465,116.55553776213591,14.496446823428634,2.92550298387188,239.00862470542765,283.63674750622573,110.53897468197853,39.704688613936455,94.58005896749727,325.98534201296616,222.87218328581812,-72.1993669974189
56,0.224,1,0,24.815308527691748,22.163594727256843,-9.57802147770029,33.70822244467292,124.32284693995247,72.15928561980803,-35.31206509350342,63.284936317192034,442.9517504347491,136.8581331492261,7.448181454886694,69.49759338913836,261.14520669002,189.66852499386826,-2.8883447263938535,111.60679551402959
57,0.228,1,0,24.195618235512647,15.405054973594966,-6.252110737950247,65.31607744556591,110.98765601709496,-3.253601945147004,17.873153644087935,139.1242095569552,164.40295079342206,6.6095212884874,36.36229299588406,299.5721062998736,283.10834117722214,-87.08320634952699,160.64322375198222,352.72500308393626
58,0.232,1,0,23.54221218837732,8.313260084809269,-1.2845098520342582,91.99056531534342,79.15409623674088,-13.617469252431604,74.36158627353082,176.95177504163573,49.27465802936178,38.09907300801582,302.4336362043716,162.93926098811127,-132.58208839202655,150.63398915423176,455.75872636693794,29.491280724316795
59,0.236,1,0,23.38204395959512,0.9879636898338866,5.560419578742984,88.14088726637364,36.19027378312758,-6.522972074817375,140.50266637707136,107.38608176298827,-10.283345117239051,157.387909171032,168.8163928062267,-122.6030583506415,267.9181092230772,450.2714946141025,-43.24153871638708,87.97426423761294
60,0.24,1,0,22.42780827798843,-0.8218131381124216,24.544533344559,92.78576527155533,1.2230767996467122,43.803078359455085,142.54320952404015,-12.284534025977393,57.18788633473768,229.77633874151567,48.40148040036478,60.19307723243506,281.68408192696165,46.461672683896225,70.59824237007295,638.74086325931
61,0.244,1,0,21.6125525137763,-6.481695463798069,38.47654906544419,81.03136620873106,-26.717293371567592,105.87379642484218,120.73176812697278,-59.979327678826394,218.58759276197316,135.49505458006522,2.2566260079808274,472.90416984584806,115.27069529710356,57.54743034625082,239.53879687979529,179.20002822830008
62,0.248,1,0,20.935878412608098,-6.524263388020781,52.581690285472654,54.40601723261063,-16.492916875773375,134.84466626655262,19.24047072135287,80.90987150794854,242.37011341738497,-45.989055882741354,149.02485907930065,499.13961729330293,-161.09456595378157,366.40712441071685,138.4535945076857,18.461227936064006
63,0.252,1,0,19.808378065538303,-6.944122095031666,66.5238296421267,22.180037186448356,23.981882488620887,131.24393286084842,-56.231225198496205,282.12739319608846,99.40713850690102,-32.45099342331886,250.620511894312,-8.77339463023148,182.26109911522417,270.7351818966156,13.580780261924787,206.29894031705214
64,0.256,1,0,18.168723887742733,-6.197498557493731,76.73024406927752,-1.8138468358588469,60.70756902923682,84.59508894894907,7.754866538029931,395.59070379249846,19.35524243265965,144.39527542892793,119.19992792734496,-9.22362526196602,385.7901965868242,82.47483906947036,537.5992904915298,151.486370306592
65,0.26,1,0,16.69372328224535,-2.8806846504131123,74.27536912194259,-14.85094908066337,109.96969819483701,20.8172205493235,62.87411291541155,115.31311618617406,12.765775745510325,309.6278050402865,-83.12556005644294,273.04713110717444,51.335577842369716,120.72778618209603,414.7201293888062,-64.62476805737398
66,0.264,1,0,15.212191724053952,1.0639633903759886,63.45709563872737,-24.727351915754525,108.32735380237028,-20.27781346753386,165.32621581814715,45.21089730778778,106.57066067701342,132.2128422142594,94.55492749246218,271.70855848585154,18.82052674681381,223.38807101074718,-45.72861954898917,421.57879310672047
67,0.268,1,0,13.360966854740527,6.808146713081328,52.04422592834533,-3.8781446958452577,103.19932785156638,-18.752750303970828,181.53336595544835,-62.3257089273053,226.90590935040393,-43.69011764293671,468.06083727473555,-12.717215256102406,219.58190443749828,85.30173062769744,169.46943672367433,172.51348813235643
68,0.272,1,0,11.801787636284924,14.582365340953373,40.43498446538656,22.794256269155504,81.45781719410972,24.51818039505239,123.46889593586343,37.85405778644891,141.34538598953696,-18.291618243209967,451.39295294600635,-14.622572742138061,315.21806295211627,-124.79317083361957,252.0496907932328,4.72942061372666
69,0.276,1,0,9.999999999999542,21.41025537364712,26.128135945458254,48.408654162798314,38.17876500144919,83.68914959870543,40.11470817606589,134.0883958736157,28.08035780345498,131.62290950896184,1.4324963234860064,216.67331492612283,81.11508301906255,492.69992950838616,-43.8873836136959,281.13770146405574
70,0.28,1,0,8.171830925514858,28.057708829651254,8.589436606649294,77.00016486704236,7.567986551296023,112.38008233629758,-10.562199806136107,225.59314252393406,-84.16053249057134,173.99947232841788,-29.03221132504794,189.29176382800742,-39.16224094172796,578.0380078889425,18.829386729562856,180.00389364335703
71,0.284,1,0,6.416448480218909,34.36804785791786,1.8165949743540182,85.04070903022398,-14.336855858597517,151.97401587625188,-32.16666463933379,175.76133944917888,18.651995235355173,119.85660323663046,120.29843774964198,11.435003568866634,246.0439904861422,-14.464170215805183,245.5304133230793,95.65589818217941
72,0.288,1,0,4.999836516231271,39.4693175892269,-13.938095600558363,103.76194793121186,-4.6641215097071935,117.23786419276824,98.94237498174303,48.55605919088996,200.13841792353998,8.544924059080742,256.7402123823347,-48.32306973968133,287.2363148440509,112.09026285112165,135.79199060275937,299.5982275478227
73,0.292,1,0,2.8502489375276108,44.68163061845705,-12.14546968540111,78.89640038719597,18.567658829035025,48.9758936831537,144.8879423749699,-44.23738205455814,191.44546446442249,-43.292434253281414,152.30736862704623,164.6566415458677,6.781134621465512,429.6055470577316,-38.47656182952315,327.0090527202432
74,0.296,1,0,1.8241687654358145,47.673983410754424,-5.455843318760344,64.09031446999256,62.52793897806115,-17.370412718410805,183.03340880044448,0.7241495382570093,124.98179142348884,169.31386818646644,-106.16290900329187,295.7010033584712,71.82579539941335,137.9197355805992,230.8646958003119,113.13591017690695
75,0.3,1,0,-0.0386740307075879,46.00682222479285,-0.7129242077255711,38.370870610149716,95.81876025349774,-35.356550938634044,123.4082017722475,92.64462768067247,14.394024849404829,424.8285348178069,43.939664235093474,103.67043185153676,252.51478466312636,-40.19245790832028,237.38608511514002,493.13144027250536
76,0.304,1,0,-1.4258137354223042,46.832408326185984,15.709868068976277,6.578093862495599,113.86543224620686,6.572124284030174,50.089838401965935,167.90328344928088,17.67297236096627,264.56142028879856,164.22575313464586,-20.769883600188848,464.775556952928,192.9913071038998,-77.15538365952838,773.1725166424865
77,0.308,1,0,-2.3752619228486616,45.39996172208615,28.9280393689324,1.1510968430314605,126.12992164203483,59.89327221093603,7.51328218090709,204.7344927900631,93.01102405652212,-30.804371934796254,296.1080312795239,123.80691653090126,-62.54591438442063,226.1073932100716,154.24360380102573,-182.30949162788784
78,0.312,1,0,-3.029230894675301,39.55109443737946,46.557932948958545,-10.345465417337863,73.92800428765646,125.00936113852916,-26.25474951745582,83.7000573208983,165.05411000958892,0.6315410274271045,29.79230795448362,229.99059695360967,96.2044263820392,-51.20955957716322,210.388923914736,159.5529092768392
79,0.316,1,0,-2.9703583063621313,34.486629075786524,54.3599293536432,-3.085200847861337,38.14900101005671,129.66692273357748,40.878976064209546,8.55201713276496,177.31818949019427,170.8462860815016,-84.86763222471893,135.57943257537823,280.9913470228679,75.43963065322772,27.495205026650908,474.494710031026
80,0.32,1,0,-3.9117353679026206,29.42327880935852,64.14564131269022,5.58751644161589,-9.126887779209447,117.35595834403469,111.34424071928558,-41.30069861023469,66.31062676792837,209.0583013791691,109.41899519302667,-153.23179430110147,197.86599008944387,249.23603126324178,65.97981508568469,-36.81876479344626
81,0.324,1,0,-4.692434610452269,22.31854587171606,72.01859185542578,33.25630009372556,-9.226847940140466,68.74818976215909,173.0699137175408,68.93811364467098,-114.53343391572028,133.55456478590463,342.3480102747582,177.2881721934419,-106.29246375999833,161.58061551683113,772.5531732803851,93.07865507873939
82,0.328,1,0,-4.598152636669253,14.992922663211754,70.97902536522648,58.410192170737275,-5.6111658109386156,17.05822103884583,141.9463034795617,185.128514886307,41.76483954795964,22.09839668085121,168.21055324327946,650.7258419654095,106.24040397887539,-152.05264882804317,285.78174469372595,406.5148753910174
83,0.332,1,0,-3.982046048786657,7.820761132841152,59.649319080601124,91.31536366984943,22.89961335324588,-33.11903692121682,64.63898302424828,177.5930449735516,313.2508041563874,-39.03340122099968,23.746137993300607,193.6133620131683,268.9161297938716,158.97422780921823,-36.839756083800296,13.253701466595942
84,0.336,1,0,-3.381718950463597,1.3363507048424736,48.22384108343953,86.60229574520127,66.76608842975071,-32.75781496852724,-23.253109033852255,120.1174450439348,253.45771749637146,136.41886885729252,-13.785949472033039,-110.4571010572455,136.2202490665138,367.664113231506,388.258351379073,-30.7658301344182
85,0.34,1,0,-3.17241410942966,-1.3925397360353173,35.87558407021985,102.02913134820984,97.46460220461702,33.96117854440865,-15.209129900087063,3.3293175739725314,143.34281223631763,301.336596252151,246.22315282742042,59.9256361482218,-10.00556602247977,96.83694098122834,308.8086407223757,345.0077420997052
86,0.344,1,0,-1.8041063540121591,-6.985388256355158,21.45678556619641,78.08238429186571,119.62842846222229,93.73944499972507,40.75768601063059,-34.23230011169039,29.78751526377267,118.63093473002624,197.5988701607274,281.43023270833794,138.47021605494626,-123.85524691223583,78.07108447316419,94.43214130549681
87,0.348,1,0,-1.3661936538546637,-9.328551393168151,6.197961864169219,52.34520377891735,117.54141075804476,131.15079775799109,115.86897925834381,34.72938315464958,-12.866360094233698,36.41627546084513,79.20694261037292,257.068199582027,208.69677270813548,596.449709063939,173.7160923863908,119.74427823229638
88,0.352,1,0,0.4744772364804213,-5.36702034431184,-7.547427598925857,27.09275144153053,76.60436531528907,147.9593686549271,176.2559381142307,132.69838946505894,78.63320056051658,-20.216802804152422,-153.10947589841376,-85.74131065906258,66.39492875589656,274.56811069132175,272.6552285577443,248.55784517601285
89,0.356,1,0,1.347453147452308,-5.944191766587714,-10.538743442321355,4.290262002933346,35.75740734133464,91.1910747311652,128.91868932248687,167.7469173272579,190.92020650080173,179.82628523656587,175.48259737659382,-50.68195998642719,34.58159216809442,-40.52029693856494,-78.12310776935243,144.58071940629387
90,0.36,1,0,3.5036881746044077,-4.013376256047252,-9.194035776065313,-5.055172677231752,-2.1698019519444642,30.270334450711747,76.94681499928552,130.62227736311198,231.10186868470154,173.74134606111056,555.9151949683837,275.96861144249635,177.49734993792455,124.4041045978606,62.874849822365086,-33.29308734009226
91,0.364,1,0,4.980940843297216,3.2832278286615697,-3.601962032910322,-13.726513520791677,-21.509614032195557,-24.272197737222413,-12.22811815666958,35.1827643992913,71.55431591511996,129.3833924400869,146.61387209381644,235.90964516214893,291.5136448525572,216.90118212052755,390.27609493788634,861.2958269484363
92,0.368,1,0,6.335016841239616,7.618462381550419,4.916657481730063,0.8309299641984182,-24.63411748671402,-8.013986567641695,-44.46838996368598,0.029252410790491012,19.921524116380724,-71.24695491738524,-47.89548683000672,50.079451770389795,56.07556396565485,93.80537945096438,133.54601513690372,351.83329556733406
93,0.372,1,0,8.205817452504393,13.84265347444096,17.63764431809487,21.653592247722354,25.726746969448026,8.13536591363728,1.7160107884909905,30.974193251758575,-6.891232879168939,-18.83747844893182,0.7574133671718783,-39.47613960347209,27.084730684438895,-1.1038932952533855,-27.370614435299302,-8.258627626910084
94,0.376,1,0,10.000000000000536,21.395917739435244,34.363004581566265,48.68413819285647,62.35965203816087,84.92962209168803,106.8221273038256,252.90775856110957,139.82928370950634,181.72926075134959,178.29720483327708,210.63288456547045,255.03641789878836,318.60480185953395,226.011289464428,266.91249331638403
95,0.38,1,0,11.791978781488407,28.591067865403552,49.053190804846565,67.56636950716901,104.12602800296844,135.25499465311668,164.26427404550407,366.91876942048816,179.8735957044976,278.55498560630235,257.8837326805848,240.71964170731408,595.1756456058563,330.8885844569222,180.48761468134805,266.9998034523577
96,0.384,1,0,13.603146688403069,35.25609524946189,58.553696809551916,99.63980313157697,119.53038259843122,160.61277132966308,171.61649887704243,176.75354084585632,132.00915156223442,134.94277786895515,100.36188660715882,39.79352873927314,-30.09813951331114,-104.75241003969242,24.776452026330333,-191.25398829467343
